image_id,blur,brightness,contrast,particle_density,edge_density,best_model
a--23-_jpg.rf.1ab5e302030f3bb3c08981ca42a8e631,186.8965436665036,28.5124780455858,33.57477415611143,2163.0,0.0360432770704955,UNet
a--26-_jpg.rf.0ae749f9f22dbfa00f0889c68594bdc9,164.1844708645461,26.811775835094647,32.12966509664159,2131.0,0.0321270395692138,UNet
a--27-_jpg.rf.8a800e6ec700f849fa4235fb736d6532,197.75473074893316,35.41230968706484,37.10430975769169,2532.0,0.0369594914183461,UNet
a--3-_jpg.rf.8248ba99e3b3ae254d1723b674f7fd99,171.13723429501206,43.17121631589218,40.47000623770028,3092.0,0.0362781190152515,UNet
a--4-_jpg.rf.11d39a37cd66634e646df4be915b9044,161.27193169452866,42.05348111837688,40.355994720137616,2935.0,0.0356364382084536,UNet
a--43-_jpg.rf.feae28fb9f182a3b7cfd06be68c8bef3,144.02301778013543,19.530736179882314,28.361123364483497,1372.0,0.0285481806364547,UNet
a--44-_jpg.rf.01dcfe1ce3c2d6d8e020335e0b382c01,139.96114147192824,24.913389629247416,30.68715146219153,1656.0,0.0296430071676407,UNet
a--46-_jpg.rf.f2fc88b781d9457f65bfee1a29f6ca49,151.91606534152697,27.494676364646697,32.07362054916865,1728.0,0.0325504165963794,UNet
a--47-_jpg.rf.4b52f93a6fb94ded6e3a16355ccdf382,147.58843038933404,26.379832038395005,31.34433334581104,1727.0,0.0322097303948321,UNet
a--5-_jpg.rf.a98c3326efbb44b980c9e520cf954882,128.63961042967523,34.60477754514092,37.75794944107356,1924.0,0.031128134395745,UNet
a--54-_jpg.rf.0383febe7b193195524f26c0df25ea8c,148.76573320895395,23.968756098448388,29.2917435649344,1458.0,0.0305856825796891,UNet
a--56-_jpg.rf.b47891c3c1b3bdf692a27eed2ed119ab,128.79946481306246,23.421709980121125,28.49066241003063,1369.0,0.0279098074626816,DeepLabV3Plus
a--61-_jpg.rf.ede7ff276baec39f180c1fff9f6f472a,135.88060239459,21.68257968914865,28.711391846427347,1419.0,0.0282273402330558,UNet
a--66-_jpg.rf.165fbd60b883a3887c7e759b99d14c39,126.77720398031002,19.025409236895985,27.671941109674396,1077.0,0.0231038166777472,UNet
a--67-_jpg.rf.def7d22e1de2a7d2ab101a2c750327ab,102.49345500861186,16.904174563640513,25.644714947195528,923.0,0.0214103085690848,UNet
a--7-_jpg.rf.39b8597ed074d53daeaf5daf76fb41ac,122.51135582959594,29.806265318475447,36.06985112000029,1632.0,0.0282868776275009,UNet
a--74-_jpg.rf.5d951a1c56811afb73c39ef9f875f101,126.13456469195958,19.27463938530948,25.855260936022177,1245.0,0.0291204011497332,UNet
a--75-_jpg.rf.56688afa3e95fe2889b13430edb5c760,127.3090971928514,16.871045311264805,24.441114977250077,1177.0,0.027794040306816,UNet
a--79-_jpg.rf.09bcc2e74480e75dd1f335ccc4eeb23c,164.82953072209224,21.672785787762415,31.048124326451525,1544.0,0.031657355679702,UNet
a--8-_jpg.rf.fe4fa93cabd6aeecf6b4804e45b74cab,125.09525844446664,31.292533679973275,36.90290929483994,1866.0,0.0292030919753515,UNet
a--82-_jpg.rf.19555a247947eee0814df82cd1f007ae,158.33738931303745,18.693686720845697,29.23852477170542,1174.0,0.0278701158663848,UNet
a--83-_jpg.rf.21a1b081a299385626db01a1fb14fde0,105.61864262284728,17.538069202298143,26.370756030949156,1308.0,0.0192338860388117,UNet
a--85-_jpg.rf.1683b61d07eb5ec2da366a362dde227f,85.9213305051445,13.213904627709365,23.029189013119616,1029.0,0.021334233009516,UNet
a--93-_jpg.rf.5bf28129778dcf20d15f6b10b16318da,129.99156552458393,16.549970065921126,26.99007495988786,1249.0,0.0250123209330171,UNet
b--12-_jpg.rf.016f209b7c5439a4f12cfde8e1b20114,208.5931096663893,33.67996665905911,35.32893223106164,3064.0,0.0381270858760762,UNet
b--20-_jpg.rf.7314f73f985116f2d90f08770260794e,216.39623098507823,42.98500980713192,41.78898641099149,3251.0,0.0420763997076052,UNet
c--103-_jpg.rf.2b6feafb66289f2dd300735b293066f7,217.1409578328773,29.712738687068143,30.31725024363692,3083.0,0.0414578723319805,UNet
c--105-_jpg.rf.5de3e19d008e324efdb8d600d8f01288,143.66587141481432,28.25343745762095,30.047216301817777,2533.0,0.0325173402661321,UNet
c--106-_jpg.rf.0dcb489172a80b8b314ca4e401a022c5,83.39492161306985,31.38873618649758,32.20453442312158,1854.0,0.0292527064707224,UNet
c--107-_jpg.rf.ead53bf2d59c02dc64524867d70cb3f1,57.85434614120048,30.282650472495376,31.054946006624917,1479.0,0.02331550519133,UNet
c--108-_jpg.rf.f7659d7bba7f0f55ea596447f18653e0,217.2419673732477,29.18141705614045,30.77612659414078,2665.0,0.0414810257631536,UNet
c--115-_jpg.rf.dac6d7e010e02462379787d7bcbc3a2a,189.6962423225287,28.799848510407468,29.19660282889216,2807.0,0.0366088823177246,LinkNet
c--127-_jpg.rf.b0ec812900dd231f0e477579871894ab,225.86872665837012,29.67927867138997,31.303043095688416,3112.0,0.0419606325517396,LinkNet
c--145-_jpg.rf.d425c871d9e607c5d9f40e841669de0e,238.34457833330717,28.77939410778253,31.478111285252407,2969.0,0.042337702716559,LinkNet
c--15-_jpg.rf.7b40ed7a869e48e2142b5a37aa10d1f3,248.51853835032756,28.00185227449385,33.75450142634407,2352.0,0.0521018354055654,LinkNet
c--150-_jpg.rf.64c31448728f754d79b8af483876fe10,106.77344251871358,30.89903119428705,32.41800430736032,2482.0,0.0300399231306085,LinkNet
c--167-_jpg.rf.81951d88c951df31fbc4c991746c25d2,124.70896231123928,25.668383328206502,30.46277291774029,2068.0,0.0271755129311913,UNet
c--168-_jpg.rf.d2bc150418346bd2320323094366275e,197.67690783100628,26.58653594900953,30.44288399504976,2508.0,0.0349517581723343,UNet
c--169-_jpg.rf.fa7ced6081099b77fa9acec7af792df9,194.49567029305948,27.06466091800047,30.71843084515974,2618.0,0.0364997304279084,UNet
c--17-_jpg.rf.129bf866b08f693c0a0ad787f39679bc,225.0433630358594,27.095074603662876,31.873970453602013,2227.0,0.0441238245499138,LinkNet
c--170-_jpg.rf.c6c10623ecd781ef681ff205c21d35b0,216.71548434901783,28.91171927456993,32.09126377883228,2857.0,0.0409385739470977,DeepLabV3Plus
c--171-_jpg.rf.bb7d6200471fc0c8b9670ae147c7be6e,221.7856518105744,28.93250113286431,32.04993500949218,2857.0,0.0445339710449805,DeepLabV3Plus
c--172-_jpg.rf.e770140160fd7aaa0429c661fccffa66,220.68924456229772,27.386907065434904,30.43624587946236,2725.0,0.0400521282964697,LinkNet
c--173-_jpg.rf.a61c25de76db954defe8bae82b0837c2,208.98019728477527,26.58644002765181,29.70640676098688,2594.0,0.0390234544257783,UNet
c--174-_jpg.rf.a95865c71ba55db5dbcf6fc9e5e26c6b,239.0010154012836,30.21548236866216,32.66123847273986,3087.0,0.0460918661996288,LinkNet
c--175-_jpg.rf.8db5ad276cc740cac05ae63613e25de2,199.159647611648,25.611716959226808,28.65629040472748,2613.0,0.0356331305754289,UNet
c--176-_jpg.rf.1d4a742d368cae50f384976f39d59ed4,195.21174708593227,25.517198037912088,28.59204291204193,2745.0,0.0371844104640278,DeepLabV3Plus
c--177-_jpg.rf.63c6b6d1dfbfefff13237aaf577c7e34,185.7475555955788,24.928247516794507,28.27023445975123,2479.0,0.0332251737334246,LinkNet
c--178-_jpg.rf.a859252787fbdb0d66ff8d79eb0df258,191.21397728403247,24.96579576689125,27.965910941394853,2577.0,0.0343960758241794,UNet
c--179-_jpg.rf.ffac79351e9ec90aaad5724f24a1e341,179.51414889566811,24.76037852552335,28.14830963566561,2517.0,0.0313464381753773,LinkNet
c--18-_jpg.rf.2b2f29301e8141926c07ffb4c85c161b,230.2240488330784,27.273481713750822,30.96123446903997,2633.0,0.0422285508267428,DeepLabV3Plus
c--180-_jpg.rf.70ee7ae272485e11508ae6b3a45dff26,181.429682879966,25.83623578131253,27.01215329817422,2631.0,0.0321568082664364,LinkNet
c--181-_jpg.rf.57004dc1f056f028df076f29a0e879c8,214.5104054429815,26.79978235774697,29.723394163037497,2812.0,0.03740271424366,DeepLabV3Plus
c--182-_jpg.rf.1a5acb215c0a84d36ed6c272cbf08e86,254.3049792719202,27.832845457462184,30.781824930682983,3054.0,0.0442627451369525,UNet
c--183-_jpg.rf.30414448e73fa023ce6bdf5cc8e536de,206.41212807501387,26.340643202317988,29.149591395585087,2788.0,0.0366717273451945,DeepLabV3Plus
c--184-_jpg.rf.eb6aa7309b9456d2b8266c347137a400,250.8808487406004,28.924079899183344,30.8549018367702,3203.0,0.0475803010607579,UNet
c--185-_jpg.rf.28449e0055fde79482ede7a71b891211,220.27778180028628,26.96487293727736,29.858941320610693,2918.0,0.0385736163344149,UNet
c--186-_jpg.rf.711274e0accded095cee021e5639b13f,215.3293123141323,26.888850299836932,29.871600694892614,2677.0,0.0366717273451945,LinkNet
c--187-_jpg.rf.a29f86df337eff444e735303f760f340,212.7980042425953,26.8034769838356,29.703872061232865,2856.0,0.0365493449232794,LinkNet
c--188-_jpg.rf.df8c04f880e507f44d63d74b701f3810,221.02012642702215,28.186414889640822,30.091306567040245,2740.0,0.03894076360016,UNet
c--189-_jpg.rf.c7d7837efd4cc648da132594b3d9d0bc,101.28138987769982,27.20891671710807,31.4410421628038,2263.0,0.0269472862524848,LinkNet
c--19-_jpg.rf.52bcdc3f9330bb012be38038b55458e0,195.6742182727185,25.334358699571,29.21911513826736,2306.0,0.0383486972887332,UNet
c--190-_jpg.rf.00a9250d57514f28a2b092ab8cb4d580,246.9239801406755,29.477241830973337,33.2709126840525,2954.0,0.0419110180563686,UNet
c--191-_jpg.rf.3b56030b7ce84cace21b3bfe5ea58827,195.05181170629456,28.31172125914974,31.33650966756704,2674.0,0.0385074636739203,LinkNet
c--192-_jpg.rf.df089b8994445656738112b3ccaa5003,207.35064859282835,26.641806496852787,30.146943093143467,2553.0,0.0351568314198676,LinkNet
c--193-_jpg.rf.9ddaa7a092c26f4866f5ef65e86dce42,224.50735049110327,27.819826613876845,31.25709818973647,2895.0,0.0381469316742246,LinkNet
c--194-_jpg.rf.f87e76fe5255de6de7467b42a8649cd5,231.01485983653112,27.592182078582745,29.78512406130429,3019.0,0.0403167389384482,UNet
c--195-_jpg.rf.263dc57e76a023be68d5a96657f1de38,193.2017799296865,26.078430594282427,29.08482583740489,2660.0,0.0313563610744515,UNet
c--196-_jpg.rf.006dfcbc6ee82eac637b254b933ff70c,230.47017543970117,28.373190311281345,31.106712948780324,3009.0,0.0396022902051063,LinkNet
c--197-_jpg.rf.8f0fde8c0316114ec84bf0b4a7ad4368,201.5409549849023,27.14808603815024,29.67841164424451,2413.0,0.0348723749797407,UNet
c--198-_jpg.rf.64a7077e222d5edccee5f0e2a272b284,214.71166523294167,27.2632743582365,29.68268738141955,2561.0,0.0362979648133998,UNet
c--199-_jpg.rf.508df9096ed4b6070d14fa1e8514bdc6,230.43530409238937,28.210289384813333,31.426638356334912,2807.0,0.0401811259844342,LinkNet
c--2-_jpg.rf.0326ed404c601fce1ed53b5acba116ed,212.19339341102716,23.97956544317321,30.746213229843345,3108.0,0.0439319818344794,UNet
c--20-_jpg.rf.1485254046fe3dfc47a09cb7208644d3,228.52083822791283,26.68669769226444,31.108820035466216,2358.0,0.0432572246974342,LinkNet
c--200-_jpg.rf.76607b9345398b8b276df5398ae6b93b,189.7049300484316,25.97062491110736,28.38477782473624,2826.0,0.03285141120163,UNet
c--21-_jpg.rf.c14e6cc95d446ec2d89a794cfa68fc0c,196.91662623481585,26.74271907280431,29.73399047156601,2649.0,0.041107263231359,LinkNet
c--22-_jpg.rf.435638a1dd5074b716ad78ad28a06cb9,229.17953499176875,28.14212237580665,31.629999490305373,2750.0,0.0419540172856901,UNet
c--23-_jpg.rf.74df4ed4e90eb51ebf380dbd3f962265,235.99171734801516,26.43799345750188,29.53972850773832,2467.0,0.0450268083656654,UNet
c--24-_jpg.rf.238a28575d9e715a7992b00b0d74e1a7,262.04766795954464,27.737542627120607,32.31879623738509,2513.0,0.0531702008725535,UNet
c--25-_jpg.rf.c7b8c3ad35689b885590cc09c805dc7f,339.3123500861036,32.41621269403402,38.243304920663945,2715.0,0.0665165001273438,UNet
c--26-_jpg.rf.3623cac76c9a86c3839ec138bd60ad38,211.69415618181284,26.267484975076982,29.783209838057065,2626.0,0.0391590673797923,LinkNet
c--27-_jpg.rf.0caad65ba0c0030d955dcf4d99ad7496,212.76776093557365,26.25173733424624,30.58988776052053,2421.0,0.0384644644445988,LinkNet
c--28-_jpg.rf.63cf2b462abe6a606a2f98eeee9fac97,222.7858900224579,26.376031568049587,29.50136079191865,2658.0,0.0385240018390439,UNet
c--29-_jpg.rf.c745f8305bbad434ef2f033ced947a96,185.2543618733574,25.29858995604156,28.728395005912063,2502.0,0.0345713803744902,LinkNet
c--3-_jpg.rf.81e764c371b815a320261f0fdf5b1c99,200.96961184658065,22.7207034673917,29.247507352758884,3173.0,0.0399694374708514,UNet
c--30-_jpg.rf.dc31d1c1b3a5e0297ea8625cda59cf97,173.91970402989816,24.07707777237531,28.12629961600778,2156.0,0.0316772014778504,LinkNet
c--31-_jpg.rf.66b0a781ec2ef637329eab5e3dcfd3af,217.8977824425028,26.945404209293788,30.43905296126817,2635.0,0.0401678954523353,DeepLabV3Plus
c--32-_jpg.rf.ba4e2455307a29f2f386e5c1f4974476,230.76098343156357,29.26217953170532,32.9348220883788,2666.0,0.0429926140554557,LinkNet
c--33-_jpg.rf.060df43ce21c08b048fc7006cddde82c,182.54033334204053,24.897274841150924,28.76022213264224,2509.0,0.0328117196053332,DeepLabV3Plus
c--34-_jpg.rf.e852f0fb16bb5a7204a0cf1670a3da31,173.44711849386522,24.97730302218429,27.144939501994152,2729.0,0.0312009023222891,DeepLabV3Plus
